user_id,rec_i
1225,"[1097001, 999779, 1013928, 1048507, 1044188]"
1226,"[1070820, 890695, 12946027, 940947, 963971]"
1227,"[8090536, 827656, 892314, 861279, 834117]"
1228,"[1065538, 5569471, 8090536, 879504, 1130375]"
1229,"[951412, 965842, 1092303, 1026118, 1070820]"
1231,"[996070, 8090541, 846823, 6533936, 1108094]"
1234,"[916990, 1127716, 1062128, 971922, 1136719]"
1235,"[892573, 1043787, 7442008, 998444, 1014948]"
1236,"[1037840, 965766, 999779, 969568, 902172]"
1238,"[834826, 970747, 1040807, 8090537, 1101010]"
1239,"[940947, 5582712, 947201, 948832, 8090521]"
1240,"[1044259, 944836, 880427, 1080853, 6034857]"
1241,"[1037840, 1075368, 849202, 969568, 910473]"
1242,"[1112238, 1019247, 1070820, 985999, 963835]"
1244,"[1042942, 1136719, 1074333, 936355, 1099089]"
1245,"[819308, 863447, 834117, 949965, 1002771]"
1246,"[1126899, 1040807, 1104349, 1108094, 957736]"
1247,"[921504, 1126899, 1040807, 995628, 944836]"
1248,"[925862, 9881593, 9296919, 1106523, 907631]"
1250,"[971922, 1138443, 1043751, 910032, 12263692]"
1251,"[1082990, 1067695, 960613, 897954, 1029743]"
1252,"[832678, 999104, 1006184, 1000753, 892531]"
1254,"[872137, 1098844, 1022254, 1087102, 12811532]"
1255,"[1138292, 856252, 1056509, 6534077, 8090509]"
1256,"[936355, 944836, 1022254, 1102067, 991223]"
1258,"[5569471, 901776, 971922, 12946027, 919423]"
1259,"[8177622, 6533608, 916993, 8273833, 960732]"
1260,"[999104, 5578547, 901666, 1098248, 833724]"
1261,"[948670, 983584, 1070272, 986912, 866211]"
1263,"[1016800, 850102, 12262778, 874972, 986912]"
1264,"[916990, 5590613, 1083787, 1012587, 5587656]"
1265,"[1042544, 879504, 865705, 5568489, 1043751]"
1266,"[6602697, 935317, 857006, 1135258, 1042942]"
1267,"[12171656, 880427, 957063, 1112238, 1108094]"
1268,"[1082990, 5569471, 6534030, 940947, 1070820]"
1269,"[1031316, 908318, 1040807, 8090532, 940947]"
1270,"[1026118, 1082185, 910032, 1106523, 1062002]"
1271,"[6533936, 5578547, 835098, 885290, 878996]"
1272,"[1070845, 6602697, 944836, 8203834, 8090440]"
1273,"[838186, 850102, 972143, 854852, 866211]"
1274,"[879504, 1070820, 8090537, 1002771, 963835]"
1276,"[835098, 1019247, 1026118, 1059902, 934639]"
1277,"[8090521, 986912, 1097001, 1106523, 1137346]"
1278,"[1108094, 944534, 839656, 916122, 852856]"
1279,"[965766, 846823, 999714, 1042544, 885290]"
1280,"[1029743, 1106523, 5569230, 916122, 844179]"
1281,"[1103105, 965842, 1128016, 9296919, 871061]"
1282,"[1127758, 1025611, 5585510, 910673, 1038663]"
1284,"[1098284, 999779, 1050851, 956486, 879504]"
1285,"[947201, 1035676, 5569230, 1128240, 1042544]"
1287,"[1130375, 885290, 965766, 921504, 1042438]"
1288,"[1062002, 5585510, 839419, 985999, 897954]"
1289,"[10344585, 5569230, 1097001, 1101010, 957951]"
1290,"[1135258, 825749, 1025535, 1051323, 12302069]"
1291,"[1132771, 993638, 12301100, 6534077, 835098]"
1292,"[923670, 9707240, 12810464, 1042544, 12301073]"
1293,"[944534, 1074333, 1044078, 12302069, 925862]"
1294,"[1126899, 10344585, 1043494, 878715, 901062]"
1295,"[1038663, 931255, 8090509, 1072523, 1122358]"
1296,"[901062, 8090537, 982790, 923670, 832678]"
1297,"[1026118, 1112238, 1092303, 12946027, 944137]"
1298,"[931255, 901776, 850102, 1097001, 7442008]"
1299,"[913210, 834117, 8090521, 998206, 896085]"
1300,"[1055504, 12988031, 1070820, 976199, 1106523]"
1302,"[1127716, 998119, 1097001, 6395907, 1067695]"
1303,"[8090539, 906844, 8090521, 1112238, 1058404]"
1304,"[871611, 999104, 1075368, 823704, 1106523]"
1305,"[1104349, 944139, 1051323, 983584, 907631]"
1306,"[12301839, 892531, 1013928, 1051323, 1103105]"
1307,"[986912, 1119405, 5578547, 1080853, 910473]"
1312,"[983584, 926905, 865174, 1137346, 7441210]"
1313,"[910032, 1074333, 982790, 9553288, 965766]"
1314,"[1102416, 917033, 1075368, 1050851, 849202]"
1316,"[982790, 1002771, 948086, 1005274, 1083446]"
1317,"[1138292, 5568489, 7442008, 850102, 5569374]"
1318,"[925862, 963835, 951412, 1022097, 1055425]"
1319,"[5569471, 878715, 831628, 6534030, 12648296]"
1320,"[972665, 965766, 1006184, 871756, 12810464]"
1321,"[1016800, 926905, 850102, 1106523, 893018]"
1324,"[832678, 838186, 1040807, 865026, 1132771]"
1325,"[999104, 1098844, 6602697, 1044759, 972665]"
1326,"[1132771, 8090532, 5585510, 1044188, 1103105]"
1328,"[1132771, 999779, 910032, 910673, 1083787]"
1329,"[5569374, 907099, 1098248, 993638, 986912]"
1330,"[849202, 1016800, 819978, 856252, 1101010]"
1331,"[1031316, 1102416, 854754, 1028891, 1070272]"
1332,"[991223, 1062128, 951412, 9242918, 996028]"
1333,"[1126899, 1115175, 1128016, 1069003, 6034857]"
1334,"[5569327, 907631, 8090537, 7442008, 8090509]"
1335,"[866871, 1009187, 917033, 1127758, 12946027]"
1336,"[926905, 1016800, 1138443, 883003, 896862]"
1337,"[923670, 983584, 5569230, 5582712, 10344585]"
1338,"[1098284, 1103105, 989069, 1044188, 833724]"
1340,"[1068719, 951412, 871611, 912704, 948650]"
1341,"[906838, 1098844, 871611, 5591083, 5585701]"
1342,"[986912, 1024306, 1029743, 1106523, 5569230]"
1345,"[5569845, 6533936, 948086, 865026, 7168026]"
1346,"[5574377, 1082212, 866211, 859427, 1081177]"
1347,"[982469, 1037840, 849202, 957232, 917033]"
1350,"[919534, 1051323, 1059902, 1131344, 872137]"
1351,"[819978, 1038985, 1075214, 5568249, 1043751]"
1352,"[936355, 10149640, 957736, 1080853, 976199]"
1353,"[1037840, 1102416, 1137346, 1050851, 1031316]"
1354,"[12648296, 879504, 944534, 902094, 963835]"
1356,"[946839, 901776, 1070820, 1105917, 5569230]"
1357,"[1070820, 5569471, 1074333, 5569230, 862799]"
1358,"[5568489, 8090509, 1102416, 1083446, 1005274]"
1360,"[930118, 1029743, 1106523, 5569230, 916122]"
1361,"[865174, 957736, 1101010, 972665, 951412]"
1362,"[7168026, 1121393, 1002771, 1062128, 1136719]"
1364,"[1135834, 856252, 999250, 1056509, 12731714]"
1366,"[1101010, 1122358, 1013928, 1087102, 1126899]"
1367,"[1126899, 8090536, 6533362, 8090509, 5567702]"
1368,"[944137, 862799, 5568447, 9296919, 12301405]"
1369,"[1126899, 1009187, 845307, 824180, 1112238]"
1370,"[8090539, 5563693, 919534, 1099089, 944486]"
1372,"[1137775, 1122358, 845307, 999104, 995965]"
1373,"[5569471, 944137, 934399, 5585510, 5592888]"
1374,"[944534, 1037840, 871611, 896613, 1068292]"
1375,"[6602697, 6602729, 12946027, 1104343, 1051516]"
1376,"[1034176, 8203834, 8090537, 865174, 946995]"
1378,"[1062002, 909268, 1097001, 5585510, 12946027]"
1379,"[916990, 5569374, 9677236, 998206, 5585510]"
1382,"[5570383, 8090541, 940947, 8090532, 5585510]"
1383,"[1108094, 878715, 8177622, 8293447, 1034176]"
1384,"[880150, 12301100, 12302069, 1128240, 5592931]"
1385,"[890909, 1038663, 5568197, 1059902, 1122358]"
1386,"[961979, 995478, 986912, 938300, 1029743]"
1387,"[944534, 878996, 999104, 866871, 1009187]"
1388,"[5570383, 1042544, 963835, 998119, 825994]"
1389,"[12171656, 986912, 1110218, 12731714, 871756]"
1390,"[12648296, 6534077, 5563693, 5569230, 1048257]"
1391,"[965772, 916990, 895295, 8090532, 5574377]"
1392,"[5569471, 1018740, 986912, 1000237, 909714]"
1393,"[1062128, 1023720, 1127179, 12731436, 1104349]"
1394,"[940947, 1101706, 5569374, 12301073, 6034857]"
1395,"[906844, 6533608, 880427, 983584, 1126899]"
1397,"[1085983, 944534, 832678, 1115576, 1106523]"
1398,"[916993, 5569374, 931255, 999779, 986912]"
1399,"[1112238, 1005274, 1062128, 1062002, 7024990]"
1401,"[1135258, 1044078, 1051211, 6463775, 829852]"
1402,"[6391381, 896862, 1000753, 895166, 1092303]"
1403,"[1075368, 1013928, 5569230, 5569471, 8090537]"
1404,"[1050851, 1016800, 1002771, 926905, 5568729]"
1405,"[819978, 5569471, 965772, 1042544, 909714]"
1406,"[1138443, 5569327, 1040807, 8090521, 1058404]"
1407,"[1002771, 1055504, 1055425, 1043787, 1062128]"
1408,"[825994, 1115175, 824180, 1094308, 1074754]"
1409,"[1021324, 1075214, 8090513, 12731714, 1115576]"
1410,"[1031316, 874972, 1026118, 1055503, 1037840]"
1412,"[8090539, 885290, 5570383, 832678, 9553288]"
1413,"[892531, 1051323, 1072968, 1044078, 1029743]"
1414,"[1126899, 1029743, 1106523, 5569230, 916122]"
1415,"[874972, 1029743, 1106523, 5569230, 916122]"
1417,"[913210, 896862, 1067695, 1042942, 12810391]"
1418,"[948670, 1119405, 990797, 6463775, 1108094]"
1419,"[843464, 1026118, 909268, 1083446, 895295]"
1420,"[5590613, 999779, 1012587, 926905, 1083446]"
1421,"[8090521, 1043751, 5569230, 1083787, 6534480]"
1423,"[1056509, 1022254, 866871, 1082185, 13189726]"
1424,"[1062002, 1115576, 1024306, 1082212, 883932]"
1425,"[8090509, 8090537, 1101010, 5569471, 940947]"
1426,"[1082990, 971922, 827656, 983584, 7441210]"
1427,"[1005274, 1122358, 909714, 1046587, 1012587]"
1428,"[8090532, 1067695, 913210, 907099, 839419]"
1429,"[948670, 878996, 1029743, 1106523, 5569230]"
1430,"[906844, 1126899, 885290, 1093413, 5570383]"
1431,"[934399, 832678, 999104, 8090509, 1021324]"
1433,"[849202, 1121393, 899624, 1029743, 1106523]"
1434,"[1075368, 12946027, 1102416, 1058404, 1132771]"
1437,"[926905, 893018, 1021324, 1044759, 1037840]"
1438,"[6391381, 1026118, 930118, 857006, 951412]"
1439,"[1050851, 986912, 8090513, 856252, 8090541]"
1440,"[1037840, 879504, 1018740, 1056509, 1101010]"
1443,"[906844, 10344585, 6534030, 1044759, 5569471]"
1445,"[8090509, 951412, 909714, 5568729, 892531]"
1446,"[948832, 6602697, 896862, 937292, 5568197]"
1447,"[1128016, 913210, 9836106, 868683, 1029743]"
1448,"[1101010, 917033, 5582712, 986912, 9707240]"
1450,"[1127758, 957951, 857006, 12302069, 6391381]"
1451,"[1070820, 9935616, 999779, 1083446, 9707240]"
1452,"[1013928, 890695, 856252, 885290, 948832]"
1453,"[1092588, 12171656, 1062128, 1043787, 986912]"
1454,"[5569374, 1108094, 1082185, 999104, 5569471]"
1457,"[910673, 823990, 1022254, 863447, 1044078]"
1458,"[5567702, 931255, 874972, 933067, 1083787]"
1459,"[948832, 872137, 923670, 1082212, 874972]"
1460,"[995965, 1042544, 1083787, 896085, 1137775]"
1461,"[1000753, 1122358, 921504, 1006878, 1070702]"
1462,"[885290, 6391381, 890695, 1062002, 1080853]"
1463,"[8090537, 850102, 1075368, 986912, 1104349]"
1465,"[971922, 827656, 824180, 6391381, 854754]"
1466,"[949294, 1122358, 1082212, 9835509, 5569327]"
1467,"[986912, 5569327, 1037840, 8090539, 1097001]"
1470,"[5590613, 1082990, 1031316, 1070820, 1112238]"
1471,"[913210, 845307, 882247, 834117, 852856]"
1473,"[10344585, 1126899, 865174, 5568729, 1104343]"
1474,"[1037840, 832678, 883932, 8090509, 933835]"
1475,"[1048257, 906844, 969568, 6533608, 1070820]"
1476,"[907099, 1115576, 8090513, 9553288, 5570383]"
1477,"[961979, 986912, 8090440, 940947, 1097001]"
1479,"[949023, 1013928, 8090440, 1029743, 1100972]"
1481,"[885290, 1068719, 1055425, 827656, 8090537]"
1483,"[1083446, 5569230, 946839, 12988031, 1075368]"
1484,"[995628, 1057102, 5578547, 996070, 944836]"
1485,"[1075368, 878715, 1108094, 1056509, 1043787]"
1486,"[878715, 1038985, 1126899, 893018, 6533362]"
1487,"[940947, 8090509, 832678, 1075368, 8090440]"
1488,"[1126899, 1067695, 1132771, 5568378, 9881593]"
1489,"[910473, 849202, 6534035, 933835, 1121384]"
1490,"[957736, 972143, 12648296, 930118, 1068292]"
1491,"[901062, 944534, 1048257, 7441210, 965766]"
1492,"[901062, 901666, 1122358, 965267, 945662]"
1493,"[1097001, 1051323, 8090521, 997796, 1132771]"
1494,"[1104349, 865705, 824180, 824758, 836445]"
1495,"[6534077, 1127758, 1050851, 934639, 986912]"
1496,"[1002771, 906838, 1022428, 910473, 865528]"
1498,"[5569471, 856942, 887102, 5568447, 5569374]"
1499,"[944486, 8090539, 8090532, 933835, 12810464]"
1500,"[1122358, 7442008, 1106271, 1057102, 871061]"
1501,"[1070820, 6391381, 872137, 951412, 1106271]"
1502,"[971922, 1070820, 1020581, 6533936, 1137775]"
1503,"[5585510, 5981072, 1029743, 1106523, 5569230]"
1505,"[849202, 1040807, 910473, 971922, 986912]"
1506,"[1013928, 12301100, 1000753, 1044078, 12302069]"
1507,"[1122358, 936355, 1043751, 892531, 5563693]"
1508,"[1126899, 1018740, 935317, 1087102, 1122358]"
1509,"[1016800, 926905, 1042438, 5578547, 903800]"
1510,"[986912, 824180, 5569471, 865026, 1131438]"
1511,"[983584, 1135834, 907631, 1055425, 8090521]"
1512,"[8090536, 5590613, 8090521, 904129, 5569374]"
1513,"[1137346, 940947, 981086, 938300, 890695]"
1514,"[1126899, 1006184, 1104349, 839656, 1048257]"
1515,"[1101010, 971922, 1058404, 933835, 892531]"
1517,"[1070820, 819978, 921504, 1137775, 8090513]"
1518,"[1082212, 909268, 1046587, 838186, 1042942]"
1519,"[854754, 1070820, 878715, 944836, 1108094]"
1520,"[825365, 5585510, 849202, 8090521, 1058404]"
1521,"[919534, 1135258, 1013928, 940947, 1093413]"
1525,"[904129, 893018, 832678, 1133254, 12301839]"
1526,"[1067695, 986912, 8090537, 1134810, 865026]"
1527,"[1101010, 5569471, 12731436, 1006878, 910032]"
1528,"[1075368, 983584, 909268, 1062128, 996070]"
1529,"[854754, 825749, 5563693, 12811532, 1026118]"
1530,"[999104, 824758, 903800, 907099, 938300]"
1531,"[1075368, 892573, 859427, 1067695, 5587656]"
1532,"[5569471, 8090513, 6534030, 1043787, 879504]"
1533,"[957736, 1098248, 986912, 1070820, 1081177]"
1534,"[999198, 1083446, 1070820, 1108094, 926905]"
1535,"[832678, 1025611, 5569327, 944534, 896862]"
1536,"[1075368, 8090532, 901776, 916990, 8090509]"
1537,"[1042544, 1043494, 907631, 957736, 831628]"
1539,"[1029743, 1106523, 5569230, 916122, 844179]"
1540,"[1083787, 7442008, 1094308, 1013928, 838186]"
1541,"[940947, 12731436, 1002850, 1098248, 6395907]"
1542,"[8090521, 957232, 865456, 1056509, 1082212]"
1543,"[1043494, 832678, 8090440, 10149640, 1133254]"
1544,"[983584, 908318, 995965, 909714, 9553288]"
1545,"[1082212, 6463775, 8090521, 1131438, 1106523]"
1546,"[1059902, 1132771, 1038663, 965766, 907631]"
1547,"[963835, 948670, 7168026, 6534077, 1009187]"
1548,"[856252, 835098, 965842, 1042438, 838186]"
1549,"[1122358, 1019247, 1051516, 986912, 965267]"
1550,"[5587656, 6602697, 5590613, 1038663, 1038985]"
1552,"[944836, 1121393, 1005274, 850102, 1029743]"
1555,"[1108094, 986912, 1043494, 926905, 1075368]"
1556,"[948670, 1005274, 6442594, 5569374, 1041796]"
1557,"[901776, 6391381, 1026118, 833724, 1092303]"
1558,"[5569374, 6534077, 1006184, 1085983, 839656]"
1559,"[1075368, 1082990, 1026118, 901776, 906844]"
1560,"[1130375, 823704, 981086, 995628, 8203834]"
1563,"[957951, 1055504, 951412, 1106271, 856942]"
1564,"[1043494, 971922, 995478, 999250, 12262978]"
1565,"[1029743, 1106523, 5569230, 916122, 844179]"
1566,"[976199, 1051323, 861279, 896862, 907099]"
1567,"[1026118, 1082185, 934639, 910032, 8090537]"
1568,"[1051323, 1131438, 12946027, 1050851, 999270]"
1569,"[856827, 946839, 1093413, 880427, 999779]"
1570,"[5569374, 1028891, 6548453, 7139529, 908318]"
1572,"[1005274, 1126899, 833724, 9835509, 856942]"
1574,"[1038663, 1128240, 1056509, 1067695, 5587656]"
1575,"[1119405, 901776, 916993, 1070820, 1005274]"
1576,"[1127758, 957736, 6534035, 5569845, 948650]"
1577,"[997796, 901776, 5569327, 6533608, 1058404]"
1578,"[931255, 1075368, 829852, 1035676, 1000237]"
1579,"[8090532, 1093413, 1137775, 948670, 856252]"
1580,"[946839, 13189726, 1135258, 6602697, 5981072]"
1581,"[6463775, 5574377, 909714, 6602729, 839656]"
1583,"[857006, 1121393, 938138, 1029743, 1106523]"
1584,"[957736, 1028891, 1136719, 1062128, 1046587]"
1585,"[1126899, 5569471, 1055504, 10344585, 1058404]"
1586,"[6391381, 1026118, 986912, 956486, 8090440]"
1587,"[1097001, 1067695, 8090521, 8090509, 1051211]"
1588,"[6602697, 6034857, 965842, 983584, 1080853]"
1590,"[1028891, 944836, 6533608, 6391381, 1021324]"
1591,"[849202, 916993, 1070820, 854405, 890695]"
1592,"[8177622, 10344585, 839656, 1040807, 895295]"
1593,"[1005274, 892531, 9707240, 1058404, 999714]"
1594,"[1101010, 5590613, 1067695, 1106523, 865456]"
1595,"[971922, 1137775, 1038985, 1042544, 976199]"
1596,"[1058404, 901776, 885290, 832678, 1040807]"
1598,"[1056509, 1016800, 12648296, 986912, 9836106]"
1599,"[1025611, 1013928, 1127758, 999779, 982469]"
1602,"[1044259, 1070820, 6391381, 944836, 1127179]"
1604,"[832678, 1051211, 944486, 986912, 953561]"
1605,"[963835, 998206, 986912, 1098844, 1029743]"
1607,"[5569374, 5569471, 8090536, 8090513, 8177622]"
1608,"[1026118, 901062, 909714, 901666, 1081177]"
1609,"[6632283, 823775, 865705, 1082185, 909714]"
1611,"[1037840, 934639, 1026118, 910473, 825749]"
1612,"[1126899, 901062, 1070820, 8203834, 1055425]"
1613,"[1122358, 1042544, 871061, 6534480, 1028891]"
1614,"[1082185, 1055504, 960732, 996070, 1022254]"
1615,"[1082212, 948670, 850102, 865174, 1083787]"
1617,"[997796, 1127758, 910032, 1002850, 1025611]"
1618,"[953561, 1138443, 1006184, 824758, 971922]"
1619,"[1075368, 6391381, 5563693, 930118, 1097001]"
1620,"[5587656, 5590613, 1074333, 1106523, 998206]"
1621,"[1101010, 926905, 1138443, 832678, 1042544]"
1622,"[1062002, 5585510, 8090532, 8090541, 5569374]"
1623,"[948832, 910673, 1062002, 1038985, 1074333]"
1624,"[986912, 1026118, 5569230, 871611, 835300]"
1625,"[910673, 953561, 1103105, 827656, 1042544]"
1627,"[880427, 1068292, 1082185, 12946027, 6391381]"
1629,"[1050851, 997796, 1085983, 8090509, 982790]"
1630,"[1098284, 865026, 1135834, 1018740, 5585510]"
1631,"[983584, 907631, 5569327, 8090509, 1070845]"
1632,"[916993, 1070820, 909714, 5578547, 1062002]"
1633,"[1028891, 1093413, 892573, 1101010, 1135834]"
1634,"[907631, 7442008, 1070820, 947201, 944836]"
1635,"[957951, 1062128, 998119, 863447, 1105488]"
1636,"[1069003, 896862, 909714, 901062, 1106523]"
1637,"[1014948, 971922, 986912, 883932, 12349795]"
1638,"[846823, 999198, 854754, 1138443, 1127758]"
1639,"[1038663, 1067695, 8090537, 850102, 5585510]"
1640,"[1075368, 1037840, 8090532, 8090521, 916990]"
1641,"[1126899, 944137, 1127758, 957232, 1133254]"
1642,"[854852, 1055504, 999104, 1026118, 1106523]"
1643,"[1016800, 917033, 926905, 896085, 893018]"
1644,"[1128016, 1115175, 966684, 1087102, 831628]"
1647,"[1057102, 1029743, 1106523, 5569230, 916122]"
1648,"[983584, 8090440, 934399, 848029, 5569374]"
1649,"[6391381, 8203834, 6602729, 901062, 999104]"
1650,"[944137, 854754, 6602729, 6034857, 874972]"
1651,"[995478, 1092303, 1101706, 1104343, 1117514]"
1653,"[8177622, 965267, 6548453, 5570383, 993638]"
1654,"[887102, 957736, 957951, 5569471, 1027168]"
1656,"[986912, 6533362, 9935616, 12988031, 895295]"
1657,"[957063, 1101010, 1106523, 1068719, 1029743]"
1658,"[885290, 1070845, 883003, 1006184, 1000753]"
1659,"[1006878, 1009187, 957063, 1105488, 865174]"
1660,"[6602697, 1025581, 839419, 1124695, 1013928]"
1661,"[865705, 839656, 1126899, 1057102, 1055504]"
1662,"[880427, 1055425, 1126899, 1104349, 12988031]"
1663,"[1062128, 1070820, 5568249, 1029743, 1029743]"
1664,"[948670, 849202, 1041796, 1070702, 949965]"
1665,"[1083787, 6602697, 1019247, 1127758, 832678]"
1666,"[983584, 1122358, 6442594, 893018, 1012587]"
1667,"[1097001, 986912, 849202, 865705, 1132771]"
1668,"[856942, 835098, 934399, 946839, 1055504]"
1671,"[1126899, 903800, 901062, 1055504, 1134810]"
1672,"[5568489, 1023720, 1019247, 1127716, 839419]"
1673,"[972665, 1075368, 1038663, 999779, 1082212]"
1676,"[907099, 1006878, 6391381, 880427, 1044259]"
1677,"[885290, 5568489, 947201, 8090509, 1006878]"
1678,"[8090536, 940947, 1137346, 1002850, 5582712]"
1679,"[986912, 1038985, 825994, 1035676, 866355]"
1680,"[909268, 6442594, 1128016, 1126899, 5582712]"
1681,"[901776, 9835509, 827656, 1002771, 971922]"
1683,"[5574377, 5569471, 901776, 993638, 5570383]"
1684,"[9881593, 1042544, 910473, 1123022, 8090521]"
1685,"[1005274, 1028891, 5569471, 1137346, 8293447]"
1686,"[986912, 825365, 12301405, 1002850, 1106523]"
1687,"[1058404, 832678, 1126899, 1055504, 976199]"
1688,"[944534, 917816, 1070702, 944139, 896862]"
1689,"[1098284, 835300, 1000753, 12810391, 904129]"
1690,"[832678, 6534077, 999779, 1043494, 863447]"
1691,"[1067695, 1097001, 5574377, 1101010, 933835]"
1692,"[1044188, 1097001, 1106271, 825365, 6463742]"
1693,"[6391381, 1126899, 865174, 5590613, 880427]"
1694,"[856252, 835098, 1138292, 8090513, 993638]"
1695,"[1038985, 1082185, 1044759, 996070, 866871]"
1697,"[1016800, 926905, 946839, 5568489, 5569845]"
1698,"[5585510, 1038985, 1083446, 965267, 930118]"
1699,"[1043494, 993638, 874972, 5569845, 8090539]"
1700,"[8090509, 907631, 12301100, 972143, 5568378]"
1701,"[6534077, 997796, 5568378, 1136719, 5569230]"
1702,"[1101010, 1016800, 850102, 1112238, 1083446]"
1703,"[1067695, 5590613, 1085983, 1106523, 5592931]"
1704,"[5592931, 1029743, 1106523, 5569230, 916122]"
1705,"[6602697, 12301100, 8203834, 956486, 6602729]"
1706,"[1101010, 983584, 910032, 1029743, 1106523]"
1707,"[926905, 1050851, 1097001, 1137346, 940947]"
1708,"[944534, 832678, 6534480, 12731714, 919534]"
1710,"[6602729, 872137, 1062128, 6602697, 8090440]"
1711,"[906844, 839419, 1123842, 1082185, 933835]"
1712,"[982469, 1137775, 1037840, 901062, 964521]"
1713,"[913210, 1023720, 8090440, 823775, 999104]"
1714,"[1016800, 1075214, 862799, 940947, 823704]"
1715,"[859427, 6602729, 1055504, 5592888, 1101706]"
1716,"[1062128, 12302069, 944486, 957736, 5568729]"
1717,"[1055425, 907099, 1104349, 1089954, 5569374]"
1718,"[1037840, 1137775, 839656, 1070820, 1000753]"
1719,"[1070820, 1103105, 940947, 916993, 995478]"
1720,"[819978, 834117, 878715, 913210, 1040807]"
1721,"[910673, 5582712, 925862, 1105917, 904129]"
1722,"[1097001, 916990, 1127716, 1126899, 1067695]"
1723,"[1018740, 1040807, 965267, 930118, 1127179]"
1724,"[1126899, 995478, 957951, 829852, 857503]"
1726,"[6391381, 963835, 1005274, 936355, 6034857]"
1728,"[823775, 9296919, 926905, 890695, 1043494]"
1729,"[1104343, 1075368, 849202, 5592888, 1042942]"
1730,"[1138292, 1092588, 5569471, 5569230, 5569845]"
1731,"[1126899, 5569135, 1135258, 1087102, 12302069]"
1732,"[982469, 6391381, 833724, 1070845, 933835]"
1733,"[1025611, 1016800, 986912, 850102, 847573]"
1735,"[1082990, 850102, 8090537, 907099, 890909]"
1737,"[995628, 969568, 901062, 1105488, 878996]"
1738,"[1040807, 819978, 1042942, 5569471, 1051323]"
1739,"[1070845, 1038663, 5568378, 999779, 1042544]"
1740,"[1075368, 12946027, 1002771, 1074333, 854754]"
1742,"[1098284, 944534, 12810393, 1027168, 1072523]"
1743,"[7442008, 6463775, 8090539, 890695, 8090532]"
1744,"[1082212, 1106523, 1038985, 996070, 1026118]"
1745,"[999779, 983584, 1051323, 1038663, 871756]"
1746,"[1075368, 1051323, 999779, 1038663, 8090509]"
1747,"[1051323, 1038663, 1122358, 1083787, 5569471]"
1748,"[5587656, 5590613, 1028995, 1106523, 1082185]"
1749,"[934399, 5569374, 878715, 999104, 8090541]"
1750,"[909714, 1082185, 997796, 823775, 986912]"
1751,"[1082990, 1070820, 825365, 1051323, 5569230]"
1752,"[910673, 846823, 998206, 907631, 832678]"
1753,"[1067695, 912704, 971922, 8090537, 7441210]"
1754,"[5585510, 1043494, 856252, 819978, 947201]"
1755,"[1093413, 8090513, 999714, 12171656, 8090521]"
1758,"[1126899, 1132771, 896085, 1055504, 819978]"
1759,"[5590613, 1126899, 917033, 5569374, 5587656]"
1760,"[1038985, 906838, 983584, 1082185, 1075368]"
1761,"[1132771, 925862, 1137775, 865026, 863447]"
1762,"[1016800, 983584, 976199, 957063, 835098]"
1763,"[1075368, 1037840, 949023, 1106523, 957951]"
1764,"[1075368, 1126899, 5569374, 972665, 8090541]"
1765,"[1043494, 850102, 1133254, 1070820, 940947]"
1766,"[947201, 1019247, 8090537, 1026118, 819978]"
1767,"[986912, 5590613, 12946027, 8090537, 1025611]"
1768,"[12946027, 1127758, 1048257, 839419, 999858]"
1769,"[5563693, 8203834, 872137, 6602697, 1040807]"
1770,"[854754, 1103105, 1082990, 951412, 6602697]"
1771,"[1006878, 964521, 1119405, 1070272, 1098844]"
1773,"[5569471, 1000237, 1043787, 1062128, 859427]"
1774,"[8090537, 902172, 8090521, 990797, 1082990]"
1775,"[856942, 5574377, 1082185, 1126899, 5569471]"
1776,"[986912, 1026118, 1037840, 1126899, 866871]"
1777,"[1126899, 1132771, 1072968, 926905, 1006184]"
1778,"[871061, 865528, 949965, 936355, 9835509]"
1779,"[1135834, 1101010, 1070820, 963835, 890695]"
1781,"[934399, 823775, 1057102, 1031316, 930118]"
1782,"[865528, 963835, 910473, 1072523, 968072]"
1783,"[9835509, 1132771, 8177622, 824758, 1138443]"
1784,"[1019247, 1038985, 998119, 8090532, 830503]"
1785,"[1055504, 9677236, 1126899, 1080853, 9835509]"
1786,"[1136719, 1002850, 825994, 1112238, 5568378]"
1788,"[934399, 909714, 823775, 6391381, 1092303]"
1789,"[9242918, 957063, 1138443, 9836106, 835530]"
1790,"[9881593, 5569374, 883932, 819978, 1040807]"
1791,"[910673, 976199, 948670, 835098, 8177622]"
1792,"[1075368, 906844, 971922, 933835, 1018740]"
1793,"[846823, 12946027, 1124695, 910673, 1082212]"
1794,"[10344585, 1102416, 8090513, 843464, 9707240]"
1795,"[1070820, 8090521, 838186, 827656, 6034857]"
1796,"[1037840, 1042438, 1025581, 902172, 9553288]"
1797,"[856942, 8177622, 940947, 1002850, 862799]"
1799,"[1026118, 998119, 961979, 1122358, 6534077]"
1800,"[983584, 8177622, 1046756, 6533936, 1126899]"
1801,"[1013928, 839656, 12988031, 1134810, 944139]"
1802,"[885290, 5578547, 6514160, 990797, 944836]"
1803,"[1138292, 1044759, 1021324, 1056509, 957736]"
1804,"[5569374, 916993, 948670, 823704, 971922]"
1805,"[1075368, 931255, 948670, 1108094, 834117]"
1806,"[1102416, 895295, 1126899, 6602697, 5590613]"
1807,"[8090536, 1074333, 1062002, 1126899, 993638]"
1808,"[1037840, 986912, 12171656, 892573, 859427]"
